dreamsim,goal_image,steering_user_id,reference_prompt,model,attempt,generated_image,prompt,duplicate,clip_similarity
0.782798171043396,https://storage.googleapis.com/promptsteering/e7de9a66-f36c-49a6-86d5-c6c6cec6b69a.png,66af34116739f68580f7a73e,"A large hotel with a blue sky in the background. The hotel has a brown brick exterior and many windows. There is a swimming pool in front of the hotel, with lounge chairs and umbrellas. There are two life rings near the pool. The hotel sign reads ‘SURYAA’. The image is a photograph, and the hotel is shot from a low-angle. The hotel fills most of the frame.",dall-e-3,1,https://storage.googleapis.com/promptsteering/8b6556cb-7493-4096-88ee-d197eeb27592.png,A brown stone resort with a resort style pool and chairs around it with an American flag on top of the resort ,False,0.8792300224304199
0.5676171183586121,https://storage.googleapis.com/promptsteering/e7de9a66-f36c-49a6-86d5-c6c6cec6b69a.png,66af34116739f68580f7a73e,"A large hotel with a blue sky in the background. The hotel has a brown brick exterior and many windows. There is a swimming pool in front of the hotel, with lounge chairs and umbrellas. There are two life rings near the pool. The hotel sign reads ‘SURYAA’. The image is a photograph, and the hotel is shot from a low-angle. The hotel fills most of the frame.",dall-e-3,2,https://storage.googleapis.com/promptsteering/b5583971-a6ad-44e3-9066-3c0ba5eee8aa.png,A brown stone resort partially surrounding a resort style pool and chairs around it with an American flag on top of the resort ,False,0.8233266472816467
0.7205733060836792,https://storage.googleapis.com/promptsteering/e7de9a66-f36c-49a6-86d5-c6c6cec6b69a.png,66af34116739f68580f7a73e,"A large hotel with a blue sky in the background. The hotel has a brown brick exterior and many windows. There is a swimming pool in front of the hotel, with lounge chairs and umbrellas. There are two life rings near the pool. The hotel sign reads ‘SURYAA’. The image is a photograph, and the hotel is shot from a low-angle. The hotel fills most of the frame.",dall-e-3,3,https://storage.googleapis.com/promptsteering/0f5ec0cf-2a1f-41ce-8c9b-51dbe6d4432b.png,A brown stone hotel resort enveloping a resort style pool with umbrellas and chairs and a American flag sitting on top of the resort hotel,False,0.8697758913040161
0.710800051689148,https://storage.googleapis.com/promptsteering/e7de9a66-f36c-49a6-86d5-c6c6cec6b69a.png,66af34116739f68580f7a73e,"A large hotel with a blue sky in the background. The hotel has a brown brick exterior and many windows. There is a swimming pool in front of the hotel, with lounge chairs and umbrellas. There are two life rings near the pool. The hotel sign reads ‘SURYAA’. The image is a photograph, and the hotel is shot from a low-angle. The hotel fills most of the frame.",dall-e-3,4,https://storage.googleapis.com/promptsteering/797532f4-0aea-4ab4-a7d2-75757ad5bb5f.png,A brown stone hotel resort enveloping a resort style pool with umbrellas and chairs and a American flag sitting on top of the resort hotel with the viewpoint of me looking at it from the pool up ,False,0.8526651859283447
0.8068785071372986,https://storage.googleapis.com/promptsteering/e7de9a66-f36c-49a6-86d5-c6c6cec6b69a.png,66af34116739f68580f7a73e,"A large hotel with a blue sky in the background. The hotel has a brown brick exterior and many windows. There is a swimming pool in front of the hotel, with lounge chairs and umbrellas. There are two life rings near the pool. The hotel sign reads ‘SURYAA’. The image is a photograph, and the hotel is shot from a low-angle. The hotel fills most of the frame.",dall-e-3,5,https://storage.googleapis.com/promptsteering/67ceab88-bf01-4eee-b164-67fd89b7f478.png,A brown stone hotel resort enveloping a resort style pool with umbrellas and chairs and a American flag sitting on top of the resort hotel with the viewpoint of me looking at it from the pool in person ,False,0.8983224034309387
0.696675717830658,https://storage.googleapis.com/promptsteering/2b7be168-8169-4a9d-893d-2647c6a49e3d.png,66af34116739f68580f7a73e,"a young male soccer player looking to the left of the frame. He has short brown hair and blue eyes, with a determined expression on his face. He is wearing a red jersey with white stripes on the sleeves. There is a badge on the chest of the jersey. He is also wearing black shorts and socks. He is standing on a green field, with a large stadium in the background. The stadium is filled with spectators. The sky is blue, with hazy clouds. The image is a photograph, and it is taken from a low angle. The player is in focus, while the background is blurred. The overall effect of the image is one of excitement and anticipation.",dall-e-3,1,https://storage.googleapis.com/promptsteering/0ef67355-9c2c-4f97-9dd5-defdea9fa9c2.png,A Spain soccer player closeup of his fave with the field and stands behind him ,False,0.7940910458564758
0.8006854057312012,https://storage.googleapis.com/promptsteering/2b7be168-8169-4a9d-893d-2647c6a49e3d.png,66af34116739f68580f7a73e,"a young male soccer player looking to the left of the frame. He has short brown hair and blue eyes, with a determined expression on his face. He is wearing a red jersey with white stripes on the sleeves. There is a badge on the chest of the jersey. He is also wearing black shorts and socks. He is standing on a green field, with a large stadium in the background. The stadium is filled with spectators. The sky is blue, with hazy clouds. The image is a photograph, and it is taken from a low angle. The player is in focus, while the background is blurred. The overall effect of the image is one of excitement and anticipation.",dall-e-3,2,https://storage.googleapis.com/promptsteering/55dc2ca8-8765-4036-9c06-2e4cf7f346d9.png,A Spain soccer player closeup from his chest and up with the field and stands behind him no people though ,False,0.851457953453064
0.6918522715568542,https://storage.googleapis.com/promptsteering/2b7be168-8169-4a9d-893d-2647c6a49e3d.png,66af34116739f68580f7a73e,"a young male soccer player looking to the left of the frame. He has short brown hair and blue eyes, with a determined expression on his face. He is wearing a red jersey with white stripes on the sleeves. There is a badge on the chest of the jersey. He is also wearing black shorts and socks. He is standing on a green field, with a large stadium in the background. The stadium is filled with spectators. The sky is blue, with hazy clouds. The image is a photograph, and it is taken from a low angle. The player is in focus, while the background is blurred. The overall effect of the image is one of excitement and anticipation.",dall-e-3,3,https://storage.googleapis.com/promptsteering/632f1fa8-01c7-4098-9740-f69f614406a3.png,A Spain soccer player closeup from his chest not looking at the camera and up with the field and stands behind him no people though ,False,0.7946251630783081
0.7944914102554322,https://storage.googleapis.com/promptsteering/2b7be168-8169-4a9d-893d-2647c6a49e3d.png,66af34116739f68580f7a73e,"a young male soccer player looking to the left of the frame. He has short brown hair and blue eyes, with a determined expression on his face. He is wearing a red jersey with white stripes on the sleeves. There is a badge on the chest of the jersey. He is also wearing black shorts and socks. He is standing on a green field, with a large stadium in the background. The stadium is filled with spectators. The sky is blue, with hazy clouds. The image is a photograph, and it is taken from a low angle. The player is in focus, while the background is blurred. The overall effect of the image is one of excitement and anticipation.",dall-e-3,4,https://storage.googleapis.com/promptsteering/de6e7f4b-1455-4adf-88ec-814ce08c68d0.png,"A Spain soccer player in his jersey, closeup from his chest and up looking off to the side  and up with the field and stands behind him no people though ",False,0.8445408344268799
0.7372527718544006,https://storage.googleapis.com/promptsteering/2b7be168-8169-4a9d-893d-2647c6a49e3d.png,66af34116739f68580f7a73e,"a young male soccer player looking to the left of the frame. He has short brown hair and blue eyes, with a determined expression on his face. He is wearing a red jersey with white stripes on the sleeves. There is a badge on the chest of the jersey. He is also wearing black shorts and socks. He is standing on a green field, with a large stadium in the background. The stadium is filled with spectators. The sky is blue, with hazy clouds. The image is a photograph, and it is taken from a low angle. The player is in focus, while the background is blurred. The overall effect of the image is one of excitement and anticipation.",dall-e-3,5,https://storage.googleapis.com/promptsteering/1aced36b-e63e-4759-8968-cab8c15e837e.png,"A Spain soccer player in his jersey, closeup from his chest and up looking off to the side  with the soccer field and stands behind him no people though ",False,0.8321188688278198
0.5525494813919067,https://storage.googleapis.com/promptsteering/42989f68-7569-49ab-8534-f01949fa1565.png,659a61ecb03b2afe400defa0,"A person holding a black mask in the palm of their hand. The mask covers the person's mouth and nose, and has two eye holes. The hand and mask are in focus in the foreground of the image, while the background is blurry. The background contains a building with many windows, and the exterior is decorated with several pumpkins. There are a number of small, glowing lights in the background, which are most likely lightbulbs. The building is made of brick and has two large glass doors. The sky is dark, and it appears to be nighttime. The person holding the mask is wearing a blue jacket. The image is a photograph, and it is taken from a low angle. The style of the image is horror, and it evokes feelings of mystery and suspense.",flux-1.1-pro-ultra,1,https://storage.googleapis.com/promptsteering/41db49ca-00ca-4853-a5ac-bfbb914b891c.png,a black mask held in a man's hand in front of christmas lights,False,0.7286418676376343
0.6938002109527588,https://storage.googleapis.com/promptsteering/42989f68-7569-49ab-8534-f01949fa1565.png,659a61ecb03b2afe400defa0,"A person holding a black mask in the palm of their hand. The mask covers the person's mouth and nose, and has two eye holes. The hand and mask are in focus in the foreground of the image, while the background is blurry. The background contains a building with many windows, and the exterior is decorated with several pumpkins. There are a number of small, glowing lights in the background, which are most likely lightbulbs. The building is made of brick and has two large glass doors. The sky is dark, and it appears to be nighttime. The person holding the mask is wearing a blue jacket. The image is a photograph, and it is taken from a low angle. The style of the image is horror, and it evokes feelings of mystery and suspense.",flux-1.1-pro-ultra,2,https://storage.googleapis.com/promptsteering/5d2c53f5-b30b-41e2-b186-70dbdcfc630c.png,a solid black mask held in a man's hand in front of house decorated with  christmas lights,False,0.8276818990707397
0.6623929738998413,https://storage.googleapis.com/promptsteering/42989f68-7569-49ab-8534-f01949fa1565.png,659a61ecb03b2afe400defa0,"A person holding a black mask in the palm of their hand. The mask covers the person's mouth and nose, and has two eye holes. The hand and mask are in focus in the foreground of the image, while the background is blurry. The background contains a building with many windows, and the exterior is decorated with several pumpkins. There are a number of small, glowing lights in the background, which are most likely lightbulbs. The building is made of brick and has two large glass doors. The sky is dark, and it appears to be nighttime. The person holding the mask is wearing a blue jacket. The image is a photograph, and it is taken from a low angle. The style of the image is horror, and it evokes feelings of mystery and suspense.",flux-1.1-pro-ultra,3,https://storage.googleapis.com/promptsteering/8acf7e5a-8554-4eca-9641-e1d1f3bfa71d.png,a solid black mask held in a man's hand in front of house decorated with  christmas lights and halloween pumpkins in the front porch,False,0.8040123581886292
0.6743488311767578,https://storage.googleapis.com/promptsteering/42989f68-7569-49ab-8534-f01949fa1565.png,659a61ecb03b2afe400defa0,"A person holding a black mask in the palm of their hand. The mask covers the person's mouth and nose, and has two eye holes. The hand and mask are in focus in the foreground of the image, while the background is blurry. The background contains a building with many windows, and the exterior is decorated with several pumpkins. There are a number of small, glowing lights in the background, which are most likely lightbulbs. The building is made of brick and has two large glass doors. The sky is dark, and it appears to be nighttime. The person holding the mask is wearing a blue jacket. The image is a photograph, and it is taken from a low angle. The style of the image is horror, and it evokes feelings of mystery and suspense.",flux-1.1-pro-ultra,4,https://storage.googleapis.com/promptsteering/0e845cca-6f0a-4339-8999-15a560285f98.png,a solid black mask held in a man's palm in front of house decorated with  christmas lights and halloween pumpkins in the front porch,False,0.8298051357269287
0.6054092645645142,https://storage.googleapis.com/promptsteering/42989f68-7569-49ab-8534-f01949fa1565.png,659a61ecb03b2afe400defa0,"A person holding a black mask in the palm of their hand. The mask covers the person's mouth and nose, and has two eye holes. The hand and mask are in focus in the foreground of the image, while the background is blurry. The background contains a building with many windows, and the exterior is decorated with several pumpkins. There are a number of small, glowing lights in the background, which are most likely lightbulbs. The building is made of brick and has two large glass doors. The sky is dark, and it appears to be nighttime. The person holding the mask is wearing a blue jacket. The image is a photograph, and it is taken from a low angle. The style of the image is horror, and it evokes feelings of mystery and suspense.",flux-1.1-pro-ultra,5,https://storage.googleapis.com/promptsteering/7eb7e115-04e1-4505-aba2-3dfb03923746.png,a solid black mask with only eye holes held in a man's palm in front of house decorated with  christmas lights and halloween pumpkins in the front porch,False,0.7517321705818176
0.4794749617576599,https://storage.googleapis.com/promptsteering/dcefe99c-9f0b-48e9-98db-2478c65b81bb.png,659a61ecb03b2afe400defa0,"A stone cottage with a Cotswold stone roof and a large green lawn in front of it. There is a gravel driveway to the left of the lawn and a stone wall to the right. In the background, there are some trees. The image has a warm and inviting atmosphere.",flux-1.1-pro-ultra,1,https://storage.googleapis.com/promptsteering/7dcccadc-bc33-4f47-894a-6462f4d9449a.png,a nice beige bricked house with a big green manicured lawn,False,0.6917526721954346
0.5719755291938782,https://storage.googleapis.com/promptsteering/dcefe99c-9f0b-48e9-98db-2478c65b81bb.png,659a61ecb03b2afe400defa0,"A stone cottage with a Cotswold stone roof and a large green lawn in front of it. There is a gravel driveway to the left of the lawn and a stone wall to the right. In the background, there are some trees. The image has a warm and inviting atmosphere.",flux-1.1-pro-ultra,2,https://storage.googleapis.com/promptsteering/9d6b6288-2444-4330-a1b7-25dc5c4e10bf.png,a nice beige bricked house with a big green manicured lawn and trees around it,False,0.7125648856163025
0.6041038036346436,https://storage.googleapis.com/promptsteering/dcefe99c-9f0b-48e9-98db-2478c65b81bb.png,659a61ecb03b2afe400defa0,"A stone cottage with a Cotswold stone roof and a large green lawn in front of it. There is a gravel driveway to the left of the lawn and a stone wall to the right. In the background, there are some trees. The image has a warm and inviting atmosphere.",flux-1.1-pro-ultra,3,https://storage.googleapis.com/promptsteering/11f92790-f0c5-4349-81a8-63ced256b0fb.png,a nice beige bricked house with three chimneys with a big green manicured lawn in front and trees around the house,False,0.7846429347991943
0.5740721821784973,https://storage.googleapis.com/promptsteering/dcefe99c-9f0b-48e9-98db-2478c65b81bb.png,659a61ecb03b2afe400defa0,"A stone cottage with a Cotswold stone roof and a large green lawn in front of it. There is a gravel driveway to the left of the lawn and a stone wall to the right. In the background, there are some trees. The image has a warm and inviting atmosphere.",flux-1.1-pro-ultra,4,https://storage.googleapis.com/promptsteering/efde64c1-4e72-49eb-9e0a-74dc4d4302a6.png,a nice beige bricked house with three chimneys with a big green manicured lawn in front and trees a white flowering bushes around the house,False,0.787175714969635
0.6150150299072266,https://storage.googleapis.com/promptsteering/dcefe99c-9f0b-48e9-98db-2478c65b81bb.png,659a61ecb03b2afe400defa0,"A stone cottage with a Cotswold stone roof and a large green lawn in front of it. There is a gravel driveway to the left of the lawn and a stone wall to the right. In the background, there are some trees. The image has a warm and inviting atmosphere.",flux-1.1-pro-ultra,5,https://storage.googleapis.com/promptsteering/2488a59e-3d14-458d-987f-8a51079ae82e.png,a nice beige gray bricked house with three chimneys with a big green manicured lawn in front and trees a white flowering bushes around the house,False,0.7468050718307495
0.7536939382553101,https://storage.googleapis.com/promptsteering/6118c1c6-8180-4128-b1ce-51efb88bd67d.png,615a6a2991ab16acd75cce86,"A green frog with a white collar, smiling. The frog’s mouth is closed, and his eyes are looking towards the left of the image. The frog is set against a solid green background. The frog is smiling and has a slight smirk on its face. The frog is a cartoon character, and the image is a cartoon.",sd3.5-medium,1,https://storage.googleapis.com/promptsteering/1528c3f4-c840-416a-ac4c-c8faf8e1766d.png,A smilling and goofy frog portrait with a green background,False,0.9273987412452698
0.7318071722984314,https://storage.googleapis.com/promptsteering/6118c1c6-8180-4128-b1ce-51efb88bd67d.png,615a6a2991ab16acd75cce86,"A green frog with a white collar, smiling. The frog’s mouth is closed, and his eyes are looking towards the left of the image. The frog is set against a solid green background. The frog is smiling and has a slight smirk on its face. The frog is a cartoon character, and the image is a cartoon.",sd3.5-medium,2,https://storage.googleapis.com/promptsteering/115ed315-faa8-46b7-9378-cbf6b0d198e9.png,A smilling and goofy frog portrait with a light green background,False,0.8713230490684509
0.7475137710571289,https://storage.googleapis.com/promptsteering/6118c1c6-8180-4128-b1ce-51efb88bd67d.png,615a6a2991ab16acd75cce86,"A green frog with a white collar, smiling. The frog’s mouth is closed, and his eyes are looking towards the left of the image. The frog is set against a solid green background. The frog is smiling and has a slight smirk on its face. The frog is a cartoon character, and the image is a cartoon.",sd3.5-medium,3,https://storage.googleapis.com/promptsteering/fd59f26c-a282-47df-8e4b-65a745d8490e.png,A closed mouth smilling and goofy frog portrait with a light green background,False,0.8728355169296265
0.7677605152130127,https://storage.googleapis.com/promptsteering/6118c1c6-8180-4128-b1ce-51efb88bd67d.png,615a6a2991ab16acd75cce86,"A green frog with a white collar, smiling. The frog’s mouth is closed, and his eyes are looking towards the left of the image. The frog is set against a solid green background. The frog is smiling and has a slight smirk on its face. The frog is a cartoon character, and the image is a cartoon.",sd3.5-medium,4,https://storage.googleapis.com/promptsteering/fc47497d-2229-42d3-b1e1-a1c0c1399b78.png,A portrait of a happy and goofy frog with a light green background,False,0.9120523929595948
0.7048199772834778,https://storage.googleapis.com/promptsteering/6118c1c6-8180-4128-b1ce-51efb88bd67d.png,615a6a2991ab16acd75cce86,"A green frog with a white collar, smiling. The frog’s mouth is closed, and his eyes are looking towards the left of the image. The frog is set against a solid green background. The frog is smiling and has a slight smirk on its face. The frog is a cartoon character, and the image is a cartoon.",sd3.5-medium,5,https://storage.googleapis.com/promptsteering/4cd82445-6112-4fc1-8026-ade70882b70a.png,A portrait of a animated happy and goofy frog with a light neon green background,False,0.9223953485488892
0.7750759124755859,https://storage.googleapis.com/promptsteering/eaa4e8bd-6a2a-4b91-bc7c-43e0bb977b27.png,615a6a2991ab16acd75cce86,"The movie poster for the film The Munsters, directed by Rob Zombie. The poster features the three main characters from the film: Herman Munster, Lily Munster, and Grandpa Munster. Herman is a large, Frankenstein-like monster, Lily is a tall, pale vampire, and Grandpa is a small, hunchbacked werewolf. All three characters are dressed in their classic outfits from the original TV show, and they are all standing in front of a creepy-looking house. The house is surrounded by a dark, stormy sky, and there is a large tree with bare branches in the foreground. The title of the film is displayed at the top of the poster in large, green letters, and Rob Zombie’s name is displayed at the bottom in smaller, white letters. The poster is done in a cartoon style, and it has a very retro feel. The characters are all drawn in a simple, yet expressive style, and the colors are all very bold and vibrant. The poster is a great example of the retro horror movie genre, and it is sure to appeal to fans of the original TV show.",sd3.5-medium,1,https://storage.googleapis.com/promptsteering/7a437b7c-8507-4787-901c-b2d1918dbf92.png,"halloween movie poster of ""The Muisters"" with a family of frankenstein looking creature. The mom has a purple dress, the dad a tuxedo and the child a green suit",False,0.8769664764404297
0.7676944732666016,https://storage.googleapis.com/promptsteering/eaa4e8bd-6a2a-4b91-bc7c-43e0bb977b27.png,615a6a2991ab16acd75cce86,"The movie poster for the film The Munsters, directed by Rob Zombie. The poster features the three main characters from the film: Herman Munster, Lily Munster, and Grandpa Munster. Herman is a large, Frankenstein-like monster, Lily is a tall, pale vampire, and Grandpa is a small, hunchbacked werewolf. All three characters are dressed in their classic outfits from the original TV show, and they are all standing in front of a creepy-looking house. The house is surrounded by a dark, stormy sky, and there is a large tree with bare branches in the foreground. The title of the film is displayed at the top of the poster in large, green letters, and Rob Zombie’s name is displayed at the bottom in smaller, white letters. The poster is done in a cartoon style, and it has a very retro feel. The characters are all drawn in a simple, yet expressive style, and the colors are all very bold and vibrant. The poster is a great example of the retro horror movie genre, and it is sure to appeal to fans of the original TV show.",sd3.5-medium,2,https://storage.googleapis.com/promptsteering/e8bf7f89-747a-4017-a69c-796bd7925ffe.png,"halloween movie poster of ""The Muisters"" with a family of frankenstein looking creature. The mom has a purple dress, the dad a tuxedo and the child is wearing a purple suit. The title is above.",False,0.8986985087394714
0.8070074915885926,https://storage.googleapis.com/promptsteering/eaa4e8bd-6a2a-4b91-bc7c-43e0bb977b27.png,615a6a2991ab16acd75cce86,"The movie poster for the film The Munsters, directed by Rob Zombie. The poster features the three main characters from the film: Herman Munster, Lily Munster, and Grandpa Munster. Herman is a large, Frankenstein-like monster, Lily is a tall, pale vampire, and Grandpa is a small, hunchbacked werewolf. All three characters are dressed in their classic outfits from the original TV show, and they are all standing in front of a creepy-looking house. The house is surrounded by a dark, stormy sky, and there is a large tree with bare branches in the foreground. The title of the film is displayed at the top of the poster in large, green letters, and Rob Zombie’s name is displayed at the bottom in smaller, white letters. The poster is done in a cartoon style, and it has a very retro feel. The characters are all drawn in a simple, yet expressive style, and the colors are all very bold and vibrant. The poster is a great example of the retro horror movie genre, and it is sure to appeal to fans of the original TV show.",sd3.5-medium,3,https://storage.googleapis.com/promptsteering/b152bd53-c83a-4bde-9e3a-b766fcbf0ded.png,"halloween movie poster of ""The Muisters"" with a family of frankenstein looking creature. The mom has a purple dress, the dad a tuxedo and the child is wearing a purple suit. The title is above. The background resembles a scary forest with small chilldren with green cues.
",False,0.8897576928138733
0.7872852683067322,https://storage.googleapis.com/promptsteering/eaa4e8bd-6a2a-4b91-bc7c-43e0bb977b27.png,615a6a2991ab16acd75cce86,"The movie poster for the film The Munsters, directed by Rob Zombie. The poster features the three main characters from the film: Herman Munster, Lily Munster, and Grandpa Munster. Herman is a large, Frankenstein-like monster, Lily is a tall, pale vampire, and Grandpa is a small, hunchbacked werewolf. All three characters are dressed in their classic outfits from the original TV show, and they are all standing in front of a creepy-looking house. The house is surrounded by a dark, stormy sky, and there is a large tree with bare branches in the foreground. The title of the film is displayed at the top of the poster in large, green letters, and Rob Zombie’s name is displayed at the bottom in smaller, white letters. The poster is done in a cartoon style, and it has a very retro feel. The characters are all drawn in a simple, yet expressive style, and the colors are all very bold and vibrant. The poster is a great example of the retro horror movie genre, and it is sure to appeal to fans of the original TV show.",sd3.5-medium,4,https://storage.googleapis.com/promptsteering/1753d44f-5868-4b91-bd2b-03400e26abf3.png,"halloween movie poster of ""The Muisters"" with a family of frankenstein looking creature. The mom has a purple dress. and pale white skin, the dad a tuxedo and the young boy is wearing a purple suit. The title is above. The background resembles a scary forest with small children with green cues.
",False,0.8684244751930237
